solver,puzzle_id,status,solve_time,propagations
DPLL(T),sudoku_25x25_Evil_20241212_230439_puzzle,timeout,30,0
DPLL(T),sudoku_25x25_Difficult_20241212_225019_puzzle,unsat,0.21233582496643066,190570
DPLL(T),sudoku_25x25_Easy_20241212_223930_puzzle,unsat,0.21375179290771484,190614
DPLL(T),sudoku_25x25_Evil_20241212_225928_puzzle,unsat,0.2101728916168213,190491
DPLL(T),sudoku_25x25_Extremely Easy_20241212_223455_puzzle,sat,1.7580878734588623,190434
Z3,sudoku_25x25_Extremely Easy_20241212_223411_puzzle,sat,0.2613027095794678,1783
Z3,sudoku_25x25_Easy_20241212_223635_puzzle,unsat,0.1505722999572754,1892
Z3,sudoku_25x25_Easy_20241212_223654_puzzle,unsat,0.14989495277404785,1871
Z3,sudoku_25x25_Difficult_20241212_225638_puzzle,unsat,0.13624811172485352,1788
Z3,sudoku_25x25_Difficult_20241212_225229_puzzle,sat,0.23206496238708496,1791
Z3,sudoku_25x25_Difficult_20241212_225646_puzzle,unsat,0.14129424095153809,1945
Z3,sudoku_25x25_Medium_20241212_224149_puzzle,sat,0.34567880630493164,1807
Z3,sudoku_25x25_Easy_20241212_224100_puzzle,unsat,0.13409805297851562,1743
Z3,sudoku_25x25_Medium_20241212_224809_puzzle,unsat,0.138350248336792,1871
Z3,sudoku_25x25_Evil_20241212_225823_puzzle,sat,0.29430055618286133,1719
Z3,sudoku_25x25_Easy_20241212_224002_puzzle,unsat,0.13405990600585938,1826
Z3,sudoku_25x25_Medium_20241212_224958_puzzle,sat,0.23061394691467285,1782
Z3,sudoku_25x25_Evil_20241212_230335_puzzle,sat,0.16133880615234375,1947
Z3,sudoku_25x25_Difficult_20241212_225654_puzzle,unsat,0.14145445823669434,1855
Z3,sudoku_25x25_Evil_20241212_225833_puzzle,unsat,0.14069461822509766,1924
Z3,sudoku_25x25_Difficult_20241212_225117_puzzle,unsat,0.1450202465057373,1916
Z3,sudoku_25x25_Medium_20241212_224419_puzzle,unsat,0.15524888038635254,1802
Z3,sudoku_25x25_Evil_20241212_225925_puzzle,unsat,0.1399390697479248,1933
Z3,sudoku_25x25_Evil_20241212_230415_puzzle,unsat,0.1329021453857422,1751
Z3,sudoku_25x25_Difficult_20241212_225039_puzzle,unsat,0.1306612491607666,1714
Z3,sudoku_25x25_Extremely Easy_20241212_223344_puzzle,unsat,0.13376283645629883,1904
Z3,sudoku_25x25_Medium_20241212_224741_puzzle,sat,0.1929168701171875,1866
Z3,sudoku_25x25_Extremely Easy_20241212_223350_puzzle,sat,0.24972772598266602,1785
Z3,sudoku_25x25_Medium_20241212_224151_puzzle,sat,0.2356562614440918,1766
Z3,sudoku_25x25_Extremely Easy_20241212_223443_puzzle,sat,0.21704769134521484,1802
Z3,sudoku_25x25_Extremely Easy_20241212_223241_puzzle,sat,0.18849873542785645,1849
Z3,sudoku_25x25_Medium_20241212_224222_puzzle,unsat,0.130906343460083,1846
Z3,sudoku_25x25_Extremely Easy_20241212_223225_puzzle,sat,0.18328452110290527,1887
Z3,sudoku_25x25_Medium_20241212_224344_puzzle,unsat,0.14200544357299805,1855
Z3,sudoku_25x25_Medium_20241212_224727_puzzle,unsat,0.14042997360229492,1868
Z3,sudoku_25x25_Evil_20241212_225931_puzzle,unsat,0.14183640480041504,1850
Z3,sudoku_25x25_Easy_20241212_224036_puzzle,unsat,0.12948894500732422,1759
Z3,sudoku_25x25_Easy_20241212_223714_puzzle,sat,0.32784128189086914,1700
Z3,sudoku_25x25_Medium_20241212_224143_puzzle,sat,0.19747042655944824,1842
Z3,sudoku_25x25_Evil_20241212_230458_puzzle,sat,0.25780344009399414,1786
Z3,sudoku_25x25_Easy_20241212_223612_puzzle,unsat,0.13756728172302246,1932
Z3,sudoku_25x25_Evil_20241212_225919_puzzle,unsat,0.13153076171875,1881
Z3,sudoku_25x25_Evil_20241212_225944_puzzle,unsat,0.13291478157043457,1837
Z3,sudoku_25x25_Extremely Easy_20241212_223357_puzzle,sat,0.2733926773071289,1764
Z3,sudoku_25x25_Extremely Easy_20241212_223249_puzzle,sat,0.19187641143798828,1923
Z3,sudoku_25x25_Evil_20241212_230007_puzzle,sat,0.18038582801818848,1887
Z3,sudoku_25x25_Easy_20241212_224012_puzzle,unsat,0.13883423805236816,1914
Z3,sudoku_25x25_Medium_20241212_224202_puzzle,sat,0.22040820121765137,1790
Z3,sudoku_25x25_Difficult_20241212_225626_puzzle,unsat,0.13716650009155273,1895
Z3,sudoku_25x25_Difficult_20241212_225733_puzzle,unsat,0.13121271133422852,1823
Z3,sudoku_25x25_Difficult_20241212_225635_puzzle,unsat,0.13727736473083496,1922
Z3,sudoku_25x25_Evil_20241212_230328_puzzle,unsat,0.14496111869812012,1892
Z3,sudoku_25x25_Evil_20241212_225902_puzzle,unsat,0.15354442596435547,1893
Z3,sudoku_25x25_Evil_20241212_225957_puzzle,unsat,0.13460803031921387,1838
Z3,sudoku_25x25_Medium_20241212_224719_puzzle,unsat,0.13753151893615723,1937
Z3,sudoku_25x25_Evil_20241212_225746_puzzle,unsat,0.12876367568969727,1697
Z3,sudoku_25x25_Easy_20241212_223824_puzzle,unsat,0.13402175903320312,1931
Z3,sudoku_25x25_Difficult_20241212_225238_puzzle,sat,0.1777656078338623,1873
Z3,sudoku_25x25_Extremely Easy_20241212_223417_puzzle,sat,0.21915197372436523,1793
Z3,sudoku_25x25_Medium_20241212_224730_puzzle,sat,0.18117141723632812,1861
Z3,sudoku_25x25_Difficult_20241212_225100_puzzle,sat,0.23085379600524902,1775
Z3,sudoku_25x25_Difficult_20241212_225703_puzzle,unsat,0.13396501541137695,1918
Z3,sudoku_25x25_Difficult_20241212_225045_puzzle,unsat,0.13084101676940918,1798
Z3,sudoku_25x25_Extremely Easy_20241212_223346_puzzle,sat,0.2261953353881836,1792
Z3,sudoku_25x25_Medium_20241212_224411_puzzle,sat,1.5133578777313232,1777
Z3,sudoku_25x25_Difficult_20241212_225159_puzzle,unsat,0.12876343727111816,1735
Z3,sudoku_25x25_Extremely Easy_20241212_223200_puzzle,unsat,0.1300499439239502,1814
Z3,sudoku_25x25_Extremely Easy_20241212_223508_puzzle,sat,0.1584458351135254,1933
Z3,sudoku_25x25_Extremely Easy_20241212_223405_puzzle,unsat,0.1307849884033203,1925
Z3,sudoku_25x25_Extremely Easy_20241212_223535_puzzle,sat,0.19026613235473633,1841
Z3,sudoku_25x25_Difficult_20241212_225213_puzzle,sat,0.17989516258239746,1869
Z3,sudoku_25x25_Extremely Easy_20241212_223447_puzzle,sat,0.1627039909362793,1907
Z3,sudoku_25x25_Easy_20241212_223849_puzzle,sat,0.16708898544311523,1905
Z3,sudoku_25x25_Extremely Easy_20241212_223529_puzzle,unsat,0.141493558883667,1856
Z3,sudoku_25x25_Easy_20241212_223724_puzzle,sat,0.18538141250610352,1855
Z3,sudoku_25x25_Difficult_20241212_225104_puzzle,sat,0.17606472969055176,1877
Z3,sudoku_25x25_Difficult_20241212_225210_puzzle,unsat,0.13025259971618652,1833
Z3,sudoku_25x25_Easy_20241212_223548_puzzle,unsat,0.13514041900634766,1945
Z3,sudoku_25x25_Medium_20241212_224256_puzzle,unsat,0.13763117790222168,1809
Z3,sudoku_25x25_Evil_20241212_230353_puzzle,unsat,0.14021754264831543,1944
Z3,sudoku_25x25_Evil_20241212_225813_puzzle,unsat,0.13200783729553223,1870
Z3,sudoku_25x25_Easy_20241212_223552_puzzle,unsat,0.13637065887451172,1948
Z3,sudoku_25x25_Medium_20241212_224259_puzzle,unsat,0.1460268497467041,1873
Z3,sudoku_25x25_Easy_20241212_224105_puzzle,unsat,0.1347792148590088,1833
Z3,sudoku_25x25_Medium_20241212_224843_puzzle,sat,0.2622497081756592,1762
Z3,sudoku_25x25_Easy_20241212_223933_puzzle,unsat,0.1329970359802246,1867
Z3,sudoku_25x25_Medium_20241212_224534_puzzle,sat,0.1794881820678711,1865
Z3,sudoku_25x25_Difficult_20241212_225013_puzzle,sat,0.21352910995483398,1876
Z3,sudoku_25x25_Difficult_20241212_225109_puzzle,unsat,0.14488673210144043,1877
Z3,sudoku_25x25_Evil_20241212_225807_puzzle,unsat,0.15001153945922852,1818
Z3,sudoku_25x25_Medium_20241212_224238_puzzle,unsat,0.13649487495422363,1871
Z3,sudoku_25x25_Evil_20241212_230319_puzzle,unsat,0.13051319122314453,1831
Z3,sudoku_25x25_Extremely Easy_20241212_223331_puzzle,sat,0.170074462890625,1928
Z3,sudoku_25x25_Extremely Easy_20241212_223506_puzzle,sat,0.2723047733306885,1729
Z3,sudoku_25x25_Easy_20241212_223757_puzzle,sat,0.21225237846374512,1806
Z3,sudoku_25x25_Medium_20241212_224845_puzzle,unsat,0.13273072242736816,1887
Z3,sudoku_25x25_Easy_20241212_223940_puzzle,unsat,0.13317346572875977,1828
Z3,sudoku_25x25_Easy_20241212_224009_puzzle,unsat,0.1346142292022705,1914
Z3,sudoku_25x25_Extremely Easy_20241212_223333_puzzle,sat,0.19936442375183105,1836
Z3,sudoku_25x25_Easy_20241212_223857_puzzle,sat,0.15619111061096191,1935
Z3,sudoku_25x25_Evil_20241212_230439_puzzle,sat,0.31223177909851074,1704
Z3,sudoku_25x25_Difficult_20241212_225019_puzzle,unsat,0.13627386093139648,1895
Z3,sudoku_25x25_Easy_20241212_223930_puzzle,unsat,0.13724875450134277,1939
Z3,sudoku_25x25_Evil_20241212_225928_puzzle,unsat,0.13238763809204102,1816
Z3,sudoku_25x25_Extremely Easy_20241212_223455_puzzle,sat,0.24433088302612305,1759
